Activityid,ProjectName,ActivityExternalReference,ProjectExternalReference,ActivityName,OwnerCaregiverId,CommunityName,StrategicInitiativeName,ItemType,assignment_group_name,description
245,AP - Application Security (P2),NULL,DMND0005028,"Identify and implement an API management solution to securely manage APIs being created in by CCF.  First evaluating existing tools in the environment, such as Apogee, for the ability to scale",35,Data and Application Protection,Application Protection,Activity,NULL,
247,DP - Data Lifecycle (P1),PRJTASK0066967,PRJ0024153,"Identify data types in use throughout the organization and their associated sensitivity (e.g., legal, regulatory, business, etc. risk if exposed)",35,Data and Application Protection,Data Protection,Activity,NULL,
260,DP - Data Lifecycle (P2),NULL,DMND0005029,Complete rollout of NetApp for cloud data management,35,Data and Application Protection,Data Protection,Activity,NULL,
267,DP - Data Lifecycle (P2),NULL,DMND0005029,Implement data destruction capabilities or contract with a third party to provide this capability holistically across the enterprise.,35,Data and Application Protection,Data Protection,Activity,NULL,
268,DP - Data Lifecycle (P2),NULL,DMND0005029,Establish and document process to test data destruction activities and ensure activities/results operate within organizational policies,35,Data and Application Protection,Data Protection,Activity,NULL,
269,DP - Data Lifecycle (P2),NULL,DMND0005029,Track data destruction activities against compliance/evidence needs,35,Data and Application Protection,Data Protection,Activity,NULL,
275,DP - Data Lifecycle (P2),NULL,DMND0005029,Define data types in Varonis using the updated data classification system,35,Data and Application Protection,Data Protection,Activity,NULL,
276,DP - Data Lifecycle (P2),NULL,DMND0005029,Utilize Varonis to perform automated data tagging,35,Data and Application Protection,Data Protection,Activity,NULL,
277,DP - Data Lifecycle (P2),NULL,DMND0005029,Review Varonis data tags for accuracy ,35,Data and Application Protection,Data Protection,Activity,NULL,
286,DP - Data Lifecycle (P2),NULL,DMND0005029,Identify potential communications methods for transmitting data and encrypt lines of communication,35,Data and Application Protection,Data Protection,Activity,NULL,
287,DP - Data Lifecycle (P2),NULL,DMND0005029,Enforce automatic encryption / secure file transfer for attachements sent outside of CCF,35,Data and Application Protection,Data Protection,Activity,NULL,
288,DP - Data Lifecycle (P2),NULL,DMND0005029,"Perform recurring scans for unencrypted communications and identify the associated applications, processes, and owners for remediation",35,Data and Application Protection,Data Protection,Activity,NULL,
289,DP - Data Lifecycle (P2),NULL,DMND0005029,Centrally manage and track the remediation of non-secure communications,35,Data and Application Protection,Data Protection,Activity,NULL,
290,DP - Data Lifecycle (P2),NULL,DMND0005029,Determine what defined caregiver/employee roles require access to what levels of data,35,Data and Application Protection,Data Protection,Activity,NULL,
291,DP - Data Lifecycle (P2),NULL,DMND0005029,Assign allowable data access tags to defined roles,35,Data and Application Protection,Data Protection,Activity,NULL,
292,DP - Data Lifecycle (P2),NULL,DMND0005029,Implement controls enforcing access rights to sensitive data based on data tags,35,Data and Application Protection,Data Protection,Activity,NULL,
10115,Cybersecurity - Identity Engineering (65 epics),EPIC0010115,,Google Cloud -IAM,64,Identity,Community Effort,Community Epics,Cybersecurity - Identity Engineering,"Enterprise, IAM, World for Google Cloud projects"
10219,Cybersecurity - Red Team (38 epics),EPIC0010219,,"Complete 20 pentests on critical systems, security controls, and/or applications",35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"Complete 20 pentests on critical systems, security controls, and/or applications following our defined pentesting processes. The backlog for these tests are driven by a risk-based approach to prioritize systems/assets/devices through an objective set of criteria."
10221,Cybersecurity - Red Team (38 epics),EPIC0010221,,Re-evaluate the threat landscape,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"On a quarterly basis, conduct threat analysis with Threat Intelligence to re-evaluate the threat landscape to potentially re-prioritize our backlog"
10223,Cybersecurity - Red Team (38 epics),EPIC0010223,,Purple Team Testing,35,Intelligence,Community Effort,Community Epics,Cybersecurity - Red Team,"Achieve 100% coverage of Tier 0 and Tier 1 TTPs across our organization, so we can understand and improve our defensive resiliency
"
10257,Cybersecurity - Network Protection (8 epics),EPIC0010257,,Site to Site VPN: Clean up unused tunnels,120,Technology Protection,Community Effort,Community Epics,Cybersecurity - Network Protection,Clean up/ remove non-used VPN tunnels
10302,Cybersecurity - Network Protection (8 epics),EPIC0010302,,Firewall: PCI firewall decommission,120,Technology Protection,Community Effort,Community Epics,Cybersecurity - Network Protection,PCI firewall decommission
10304,Cybersecurity - Network Protection (8 epics),EPIC0010304,,Firewall: Migrate all Union Firewalls from ASA to CP,120,Technology Protection,Community Effort,Community Epics,Cybersecurity - Network Protection, Migrate all Union Firewalls from ASA to CP
10310,Cybersecurity - Epic/MyPractice Security  Access  - Provisioning (1 epics),EPIC0010310,,Epic MyPractice Provisioning,97,Identity,Community Effort,Community Epics,Cybersecurity - Epic/MyPractice Security  Access  - Provisioning,Epic for My Practice Provisioning 
10371,Cybersecurity - Risk (3 epics),EPIC0010371,,Policy Development and Updates,47,Assurance,Community Effort,Community Epics,Cybersecurity - Risk,Activities related to the development and updates to Cybersecurity policies and procedures
10474,Cybersecurity - Advisory COE (59 epics),EPIC0010474,,"Cybersecurity - Act Millennium"" MicroMini (II) MotionLogger Actigraph  from a CD",112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Request: Install the following programs
• ""Act Millennium"" MicroMini (II) MotionLogger Actigraph  from a CD
Download : Action-W version 2.7.3285 with Infant Algorithm for 32-bit Systems for Ambulatory-Monitoring services.
          Description of Request: Software installation

• Timeline: ASAP
                           
• CCF Line of Business/Institute:
• Pediatric Inst/Childrens Hosp 
• cContacts:
o CCF Business Owner: Leah Barto
o CCF Project Manager: Jennie Wahl
o CCF Technical Lead: Phil Eberwein
o Vendor Contact: info@ambulatory-monitoring.com
"
10481,Cybersecurity - Advisory COE (59 epics),EPIC0010481,,Cybersecurity - KPMP EHR data extraction and transmission to University of Washington,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Project/Request: KPMP EHR data extraction and transmission to University of Washington
• Is this request going through the ITD PMO Intake Process? Not Sure what this is
o What is the Jira Initiative ID: Not Sure what this is
• Description of Project/Request: EHR data extraction and transmission to University of Washington
• Timeline: First transmission when approvals obtained then at least biannually thereafter
• CCF Line of Business/Institute: LRI/GUKI
• Contacts:
o CCF Business Owner:
o CCF Project Manager: John F. O'Toole  216-219-5901
"
10625,Cybersecurity - Advisory COE (59 epics),EPIC0010625,,Research Study Cyber Risk Assessment (IRB 21-268) - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"To use another system other than RedCap for the research study
Working with Falweh, Nidaa <falwehn@ccf.org> and Dr. Graham Chapman "
10626,Cybersecurity - Advisory COE (59 epics),EPIC0010626,,Cleveland Clinic / Focus Payroll  - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"Cleveland Clinic / Focus Payroll -  Next steps as of 5-24
Remote access for CCF remote access to US Bank 
Rochelle Lane
Heidi Kraus
Shane Ricker
Sam Murry
1. Link from US Bank to Shane and Sam for a mock test  US Bank to send
2. Simulate a load test and put on a VDI server with Jeri Mahoney  Shane and Sam
3. Security group to be provisioned and how to handle remote workers to be put in a separate group, then those remote workers would get access and leverage the same role  Shane
4. Pin to a specific URL to do an enrollment that is the only place who CCF grant access to they can get to access, make sure external resource is correct, Citrix control  Shane and Sam
5. Info data entry and owner Server Info Database and who the responsibility party at the clinic  Shane and Sam
6. Service Now request for issues and KBA on how to use it  Rochelle, Shane, Sam, Erin 
7. Redbook with load testing FAQ  Rochelle, Shane, Sam, Erin
"
10639,Cybersecurity - Advisory COE (59 epics),EPIC0010639,,American Association of Thoracic Surgery - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"• Name of Request: American Association for Thoracic Surgery Quality Gateway (AQG)

• Description of Request: electronic data collection of cardiac and thoracic surgery information to support quality improvement and reporting of risk adjusted outcomes

• Timeline: As soon as possible (original request was entered in October; this is a high priority)
                           
• CCF Line of Business/Institute: Heart, Vascular, and Thoracic Institute (HVTI)

• Contacts:
o CCF Business Owner: Lars Svensson, HVTI Chair SVENSSL@ccf.org 
o CCF Project Manager: Nichole Arcaro ARCARON@ccf.org
o CCF Technical Lead: Patrick Vargo VARGOP@ccf.org 
o Vendor Contact: 
"
10641,Cybersecurity - Advisory COE (59 epics),EPIC0010641,,STSK0011677 - KPMP EHR data extraction and transmission to University of Washington - Cybersecurity Domain Epic,112,Advisory,Community Effort,Community Epics,Cybersecurity - Advisory COE,"STSK0011677 - KPMP EHR data extraction and transmission to University of Washington
Next Steps EDSMC for UOf W
Use Case
• CCF Tablet to log-in into Redcap then transport EHR data to University of Washington
• Use Box or SSH Secure data transmission – both ways are fine
• SSH key submission 
• PHI Data will be sent

• Name of Project/Request: KPMP EHR data extraction and transmission to University of Washington
• Is this request going through the ITD PMO Intake Process? Not Sure what this is
o What is the Jira Initiative ID: Not Sure what this is
• Description of Project/Request: EHR data extraction and transmission to University of Washington
• Timeline: First transmission when approvals obtained then at least biannually thereafter
• CCF Line of Business/Institute: LRI/GUKI
• Contacts:
o CCF Business Owner:
o CCF Project Manager: John F. O'Toole  216-219-5901
"
